transaction_id,customer_id,transaction_date,amount,payment_method
649,492,2024-11-06,983.43,PayPal
650,71,2024-04-12,1668.91,Credit Card
651,17,2024-06-07,510.55,Credit Card
652,189,2024-07-13,1436.86,Bank Transfer
653,10,2024-02-20,821.5,PayPal
654,166,2024-08-11,128.67,Bitcoin
655,379,2024-07-20,614.89,Credit Card
656,39,2024-04-01,634.67,Credit Card
657,499,2024-06-03,1810.28,PayPal
658,366,2024-06-24,1963.68,Credit Card
659,345,2024-04-19,427.44,Credit Card
660,219,2024-10-25,866.72,Credit Card
661,94,2024-08-10,1953.64,Credit Card
662,158,2024-06-27,820.46,Credit Card
663,363,2024-08-13,704.85,PayPal
664,34,2024-03-15,228.66,PayPal
665,289,2024-03-11,1509.04,Credit Card
666,416,2024-11-23,899.54,Credit Card
667,490,2024-07-27,1280.94,PayPal
668,12,2024-04-12,1024.61,Credit Card
669,233,2024-02-10,357.33,PayPal
670,87,2024-11-29,360.98,PayPal
671,93,2024-10-06,1880.12,Credit Card
672,107,2024-01-30,1780.14,Credit Card
673,193,2024-08-30,1225.16,PayPal
674,468,2024-02-21,12.48,Credit Card
675,10,2024-02-26,872.26,Credit Card
676,125,2024-07-08,1065.55,Credit Card
677,275,2024-03-19,904.38,Bitcoin
678,279,2024-07-14,1851.64,Bank Transfer
679,128,2024-07-15,91.32,PayPal
680,341,2024-01-31,1313.31,Credit Card
681,185,2024-11-27,634.53,Credit Card
682,363,2024-01-30,1123.36,Credit Card
683,355,2024-04-22,1315.28,Credit Card
684,59,2024-05-17,887.23,Credit Card
685,496,2024-08-09,305.27,PayPal
686,480,2024-06-20,1042.89,Credit Card
687,182,2024-06-03,1866.58,Bank Transfer
688,74,2024-10-02,1076.4,Credit Card
689,2,2024-08-07,254.65,PayPal
690,243,2024-10-02,1650.08,PayPal
691,228,2024-01-12,451.27,Credit Card
692,48,2024-03-25,746.73,Credit Card
693,6,2024-08-09,863.23,Credit Card
694,43,2024-02-18,686.0,Bank Transfer
695,145,2024-06-28,814.86,Credit Card
696,127,2024-01-10,1593.01,Credit Card
697,335,2024-09-17,454.48,Bitcoin
698,246,2024-11-15,946.13,PayPal
699,420,2024-07-04,49.82,Credit Card
700,408,2024-08-16,1020.26,Credit Card
701,121,2024-06-06,232.26,Credit Card
702,232,2024-09-29,571.65,Credit Card
703,376,2024-11-18,656.5,Credit Card
704,189,2024-01-21,173.88,Credit Card
705,285,2024-01-16,727.53,PayPal
706,242,2024-10-09,1001.13,Credit Card
707,78,2024-04-24,867.88,Credit Card
708,58,2024-01-06,568.05,Bank Transfer
709,450,2024-10-24,596.76,Credit Card
710,496,2024-09-15,1270.83,Credit Card
711,470,2024-02-09,1439.61,PayPal
712,495,2024-10-02,1157.3,Bitcoin
713,181,2024-08-19,1952.61,Credit Card
714,70,2024-01-07,1890.3,PayPal
715,265,2024-11-10,205.95,PayPal
716,204,2024-04-02,530.14,PayPal
717,170,2024-11-03,1738.1,PayPal
718,295,2024-01-21,69.03,PayPal
719,453,2024-01-11,1188.47,Bank Transfer
720,378,2024-02-19,1909.45,Bitcoin
721,247,2024-09-21,1360.65,Credit Card
722,424,2024-02-14,192.95,Bank Transfer
723,59,2024-10-11,1498.16,Credit Card
724,300,2024-11-13,759.2,PayPal
725,321,2024-09-27,1843.85,Bitcoin
726,458,2024-10-01,579.77,Credit Card
727,11,2024-02-04,951.73,Credit Card
728,347,2024-05-20,1495.75,Bank Transfer
729,471,2024-05-23,522.5,Credit Card
730,340,2024-11-18,371.75,Credit Card
731,5,2024-09-01,15.39,PayPal
732,205,2024-12-16,981.04,Credit Card
733,370,2024-11-06,1857.95,Bitcoin
734,458,2024-07-11,570.16,Credit Card
735,245,2024-02-04,96.32,Bank Transfer
736,249,2024-09-28,1244.66,Bank Transfer
737,433,2024-06-26,121.78,PayPal
738,435,2024-09-26,1018.76,PayPal
739,420,2024-11-13,769.24,PayPal
740,105,2024-05-30,956.09,Credit Card
741,242,2024-04-08,333.65,Credit Card
742,272,2024-01-29,189.5,Bitcoin
743,7,2024-05-29,1500.49,PayPal
744,224,2024-07-26,498.88,Bitcoin
745,217,2024-12-14,1602.84,PayPal
746,44,2024-09-18,1519.31,Credit Card
747,26,2024-07-28,404.77,Credit Card
748,292,2024-03-29,1817.5,Credit Card
749,181,2024-08-24,330.95,Bitcoin
750,92,2024-09-04,1596.32,PayPal
751,428,2024-09-14,846.86,PayPal
752,268,2024-07-10,374.2,PayPal
753,346,2024-04-05,1876.84,Credit Card
754,68,2024-02-05,1926.88,Credit Card
755,364,2024-04-05,1027.63,Credit Card
756,151,2024-02-06,943.66,Credit Card
757,104,2024-08-21,1802.68,Credit Card
758,88,2024-04-11,1196.31,Credit Card
759,95,2024-06-28,539.42,Bitcoin
760,382,2024-11-20,856.14,PayPal
761,286,2024-03-10,1673.62,Credit Card
762,319,2024-04-16,1720.53,PayPal
763,3,2024-09-27,1879.11,Credit Card
764,208,2024-12-19,583.64,PayPal
765,418,2024-02-16,1363.11,Credit Card
766,102,2024-04-17,146.09,Bank Transfer
767,348,2024-12-29,1454.55,Credit Card
768,177,2024-03-09,1130.77,Bitcoin
769,428,2024-11-03,507.03,PayPal
770,425,2024-01-02,1312.72,PayPal
771,304,2024-08-06,279.01,Bank Transfer
772,199,2024-02-14,674.27,Credit Card
773,8,2024-08-20,807.82,Credit Card
774,391,2024-07-07,1556.5,Credit Card
775,245,2024-12-13,624.48,Bitcoin
776,293,2024-05-01,107.58,Credit Card
777,439,2024-03-05,369.67,Credit Card
778,327,2024-05-28,1220.11,Credit Card
779,178,2024-09-05,40.35,PayPal
780,82,2024-03-07,1586.54,Credit Card
781,112,2024-12-15,1803.23,Credit Card
782,359,2024-02-28,995.84,Credit Card
783,21,2024-04-24,1418.18,Credit Card
784,34,2024-04-25,930.73,PayPal
785,255,2024-08-24,624.44,Credit Card
786,433,2024-02-16,338.08,Bitcoin
787,27,2024-04-18,1041.14,PayPal
788,8,2024-09-30,1860.48,Credit Card
789,418,2024-04-22,1781.04,PayPal
790,18,2024-02-02,1840.06,Bank Transfer
791,435,2024-10-06,1933.16,Credit Card
792,500,2024-10-18,339.06,Credit Card
793,233,2024-11-11,301.59,PayPal
794,396,2024-06-10,861.25,Credit Card
795,470,2024-03-30,1381.73,PayPal
796,307,2024-02-20,884.99,PayPal
797,191,2024-05-23,1785.79,Credit Card
798,424,2024-04-13,1437.62,Credit Card
799,150,2024-06-18,1271.6,Bank Transfer
800,392,2024-01-16,151.37,Credit Card
